time,x,y,theta
1753880240.442704,109.292309,-0.869939,-0.007363
1753880240.547445,109.426702,-0.852564,-0.025974
1753880240.647029,109.564702,-0.872495,-0.000923
1753880240.757741,109.704760,-0.854173,-0.035846
1753880240.845223,109.847977,-0.866954,-0.032957
1753880240.963255,109.976609,-0.865092,-0.033360
1753880241.073413,110.124169,-0.868031,-0.032467
1753880241.136669,110.254663,-0.859701,-0.050801
1753880241.256749,110.409932,-0.872416,-0.041702
1753880241.335927,110.543497,-0.866629,-0.049238
1753880241.434863,110.683236,-0.876625,-0.035176
1753880241.533797,110.825838,-0.882600,-0.014864
1753880241.669375,110.974031,-0.885552,0.015616
1753880241.859738,111.115219,-0.895226,0.094113
1753880241.914400,111.234959,-0.898610,0.097283
1753880242.118518,111.338426,-0.899319,0.108130
1753880242.297699,111.442642,-0.902570,0.108172
1753880242.480072,111.542032,-0.905915,0.113251
1753880242.646086,111.640810,-0.906662,0.114425
1753880242.743179,111.744537,-0.905607,0.111918
1753880242.889472,111.854914,-0.902955,0.103014
1753880242.943691,111.938716,-0.904884,0.104955
1753880243.026913,112.044934,-0.902111,0.108147
1753880243.133688,112.145875,-0.897769,0.104066
1753880243.256132,112.247756,-0.889348,0.092998
1753880243.348012,112.349821,-0.888904,0.081822
1753880243.459473,112.450677,-0.885738,0.055312
1753880243.530516,112.539163,-0.879983,0.035556
1753880243.634614,112.627135,-0.875287,0.037030
1753880243.735133,112.718418,-0.869189,0.032650
1753880243.832162,112.795188,-0.864663,0.018376
1753880243.942429,112.900013,-0.860319,0.024292
1753880244.038931,112.988379,-0.854585,0.020210
1753880244.136169,113.083224,-0.848998,0.018434
1753880244.239825,113.177580,-0.862435,0.028090
1753880244.348936,113.282993,-0.847089,0.016885
1753880244.434180,113.356817,-0.836522,0.003892
1753880244.545367,113.472120,-0.858308,0.034493
1753880244.657725,113.596369,-0.829262,-0.006316
1753880244.766154,113.687784,-0.826537,-0.005610
1753880244.837977,113.803945,-0.827799,-0.000368
1753880244.942848,113.915546,-0.832187,-0.007099
1753880245.040801,114.023000,-0.827623,-0.001737
1753880245.142376,114.120194,-0.822014,-0.012198
1753880245.241360,114.217056,-0.811340,-0.024683
1753880245.348897,114.333071,-0.819617,-0.014060
1753880245.452511,114.430106,-0.809713,-0.030602
1753880245.545071,114.544919,-0.812762,-0.023761
1753880245.649490,114.656736,-0.812208,-0.028182
1753880245.759742,114.764539,-0.808763,-0.026375
1753880245.845277,114.865198,-0.808465,-0.025427
1753880245.959546,114.985353,-0.814454,-0.020715
1753880246.053541,115.074527,-0.807705,-0.031404
1753880246.168213,115.176598,-0.803050,-0.037108
1753880246.252809,115.292752,-0.801866,-0.045314
1753880246.369004,115.403907,-0.804211,-0.029000
1753880246.430579,115.507044,-0.807591,-0.022896
1753880246.555328,115.611568,-0.800718,-0.043156
1753880246.652132,115.714100,-0.805579,-0.035100
1753880246.750377,115.818621,-0.809581,-0.037576
1753880246.852433,115.909277,-0.810059,-0.044823
1753880246.943806,116.011400,-0.811643,-0.043382
1753880247.031337,116.108117,-0.815189,-0.039776
1753880247.134523,116.199579,-0.817287,-0.027424
1753880247.235277,116.283840,-0.815589,-0.017675
1753880247.340915,116.376298,-0.818785,-0.014276
1753880247.447239,116.465185,-0.820143,-0.015161
1753880247.581662,116.556540,-0.816038,-0.016266
1753880247.651905,116.653803,-0.822545,-0.013130
1753880247.792891,116.727816,-0.811444,-0.022280
1753880247.882624,116.825992,-0.815419,-0.015581
1753880248.047942,116.930325,-0.815337,-0.017751
1753880248.145315,117.021270,-0.818879,-0.017006
1753880248.243725,117.111999,-0.812703,-0.025423
1753880248.345325,117.214428,-0.825357,-0.008782
1753880248.468285,117.301462,-0.828844,-0.007134
1753880248.553592,117.404071,-0.812226,-0.038348
1753880248.653252,117.499074,-0.826781,-0.010252
1753880248.758216,117.599172,-0.829425,-0.003265
1753880248.859839,117.703275,-0.830605,-0.000228
1753880248.948060,117.805297,-0.822011,-0.012985
1753880249.048771,117.910803,-0.827301,-0.009134
1753880249.151660,118.031575,-0.830134,0.004164
1753880249.249325,118.123630,-0.824698,-0.008827
1753880249.365571,118.226913,-0.821833,-0.010425
1753880249.451991,118.339042,-0.823795,-0.006277
1753880249.563951,118.457058,-0.822188,-0.002776
1753880249.647120,118.547225,-0.818110,-0.015027
1753880249.757276,118.651818,-0.816148,-0.018883
1753880249.851939,118.757285,-0.802974,-0.030039
1753880250.027353,118.879295,-0.813532,-0.010190
1753880250.095744,118.990792,-0.816233,-0.004375
1753880250.197211,119.096255,-0.811150,-0.010939
1753880250.301793,119.204183,-0.812516,-0.001102
1753880250.360513,119.306618,-0.814526,-0.004109
1753880250.464621,119.408165,-0.814665,-0.002947
1753880250.544844,119.497337,-0.809002,-0.005612
1753880250.681358,119.600065,-0.809181,-0.011922
1753880250.838315,119.705590,-0.800430,-0.021658
1753880250.866921,119.815818,-0.796800,-0.025115
1753880250.942800,119.918949,-0.799244,-0.014945
1753880251.056764,120.024856,-0.796435,-0.012550
1753880251.164229,120.140285,-0.798425,-0.009244
1753880251.263266,120.255699,-0.793581,-0.017517
1753880251.345311,120.368780,-0.796100,-0.011356
1753880251.505504,120.489098,-0.792114,-0.015269
1753880251.599716,120.598731,-0.791702,-0.015137
1753880251.649980,120.723689,-0.795172,-0.009860
1753880251.750530,120.840862,-0.793279,-0.002532
1753880251.860740,120.950225,-0.786608,0.000533
1753880251.974154,121.091116,-0.799147,0.035307
1753880252.064913,121.194679,-0.790993,0.030082
1753880252.161197,121.310798,-0.792375,0.037408
1753880252.276459,121.438692,-0.795199,0.039360
1753880252.357580,121.545122,-0.783720,0.033307
1753880252.458821,121.683975,-0.785578,0.038421
1753880252.560887,121.797228,-0.788701,0.044399
1753880252.649725,121.910705,-0.793701,0.050114
1753880252.755543,122.034650,-0.783039,0.036558
1753880252.854859,122.158568,-0.783615,0.041113
1753880252.958412,122.290639,-0.784478,0.044626
1753880253.067242,122.406115,-0.777199,0.043344
1753880253.169284,122.534999,-0.769704,0.031626
1753880253.265231,122.664207,-0.766724,0.028818
1753880253.362102,122.790178,-0.759037,0.023084
1753880253.502299,122.916457,-0.752828,0.025653
1753880253.561463,123.038561,-0.762303,0.040123
1753880253.660395,123.148526,-0.760330,0.030085
1753880253.881379,123.230025,-0.756047,0.006530
1753880254.148239,123.331854,-0.758814,0.013743
1753880254.266490,123.442728,-0.756233,0.011806
1753880254.365717,123.549028,-0.752623,0.006609
1753880254.463251,123.641836,-0.751933,0.007487
1753880254.566252,123.746907,-0.750020,0.006433
1753880254.676246,123.843280,-0.743960,-0.001677
1753880254.749669,123.954911,-0.749538,0.017020
1753880254.867931,124.055823,-0.746307,0.007641
1753880254.972130,124.169352,-0.747763,0.016624
1753880255.049300,124.255623,-0.746611,0.010527
1753880255.301845,124.373518,-0.738732,-0.007039
1753880255.350010,124.487346,-0.731046,-0.007880
1753880255.445757,124.608521,-0.729672,-0.008413
1753880255.593702,124.733082,-0.732131,-0.001892
1753880255.653719,124.845030,-0.709711,-0.022775
1753880255.754677,124.952921,-0.694741,-0.035911
1753880255.855624,125.100238,-0.716842,-0.000438
1753880255.961848,125.213122,-0.722346,0.001447
1753880256.118947,125.348605,-0.727329,0.011165
1753880256.183045,125.471788,-0.688552,-0.044434
1753880256.265945,125.599352,-0.704231,-0.025075
1753880256.369728,125.749397,-0.723944,0.011792
1753880256.521926,125.883516,-0.701506,-0.024351
1753880256.581424,126.023720,-0.711840,-0.002559
1753880256.737583,126.164024,-0.705248,-0.021037
1753880256.843019,126.306736,-0.708109,-0.020523
1753880256.937193,126.444023,-0.702611,-0.031372
1753880257.046991,126.591978,-0.708162,-0.027322
1753880257.131591,126.737373,-0.709496,-0.022829
1753880257.241826,126.869827,-0.708959,-0.023049
1753880257.289816,127.015785,-0.711520,-0.003652
1753880257.373770,127.139742,-0.708187,0.001599
1753880257.470538,127.285980,-0.712255,0.016471
1753880257.577965,127.423415,-0.714522,0.010799
1753880257.650698,127.567174,-0.704958,0.002072
1753880257.754817,127.701805,-0.712548,0.016002
1753880257.869089,127.832095,-0.714927,0.016099
1753880257.959003,127.969679,-0.710978,0.007266
1753880258.130807,128.092156,-0.694227,-0.006544
1753880258.197808,128.226390,-0.682427,-0.016440
1753880258.260047,128.377417,-0.696444,0.004110
1753880258.359677,128.517348,-0.692105,0.002279
1753880258.462173,128.638386,-0.690496,0.005900
1753880258.563241,128.783575,-0.687060,0.009797
1753880258.665870,128.917966,-0.693394,0.013230
1753880258.783980,129.097327,-0.681466,0.000263
1753880258.876164,129.210921,-0.684086,0.002665
1753880258.964479,129.366133,-0.677007,-0.001543
1753880259.065320,129.509214,-0.675399,-0.003855
1753880259.170534,129.647369,-0.672478,-0.013312
1753880259.267507,129.797629,-0.670352,0.000089
1753880259.380056,129.946589,-0.669687,-0.000548
1753880259.464618,130.095785,-0.669697,0.001965
1753880259.587487,130.242167,-0.655315,-0.012710
1753880259.669631,130.381013,-0.656428,-0.005879
1753880259.782725,130.514161,-0.650953,-0.009733
1753880259.958196,130.696236,-0.665896,0.020284
1753880260.040465,130.834836,-0.653679,-0.009530
1753880260.164655,130.971008,-0.657264,-0.003017
1753880260.300692,131.127228,-0.663864,0.012499
1753880260.410475,131.266349,-0.639181,-0.020935
1753880260.519212,131.402144,-0.644327,-0.007850
1753880260.545123,131.562503,-0.645496,-0.007110
1753880260.573967,131.684698,-0.639733,-0.013807
1753880260.652787,131.819939,-0.635364,-0.006716
1753880260.784305,131.965383,-0.634688,-0.010588
1753880260.879583,132.126017,-0.644051,0.000680
1753880260.980772,132.258611,-0.635253,-0.001802
1753880261.058535,132.387680,-0.638180,0.006476
1753880261.165641,132.542412,-0.640653,0.008733
1753880261.280704,132.696878,-0.641899,0.017580
1753880261.371876,132.822753,-0.636133,0.022355
1753880261.464143,132.976788,-0.640900,0.043193
1753880261.583361,133.114550,-0.642255,0.048110
1753880261.668537,133.239973,-0.625354,0.024958
1753880261.784483,133.428376,-0.651182,0.066771
1753880261.878560,133.571360,-0.632759,0.082851
1753880261.965455,133.696419,-0.622027,-0.003076
1753880262.093831,133.829973,-0.595462,-0.036543
1753880262.188926,133.970994,-0.631918,0.024429
1753880262.298792,134.091113,-0.605254,0.005426
1753880262.373785,134.220519,-0.587238,0.003618
1753880262.478854,134.366641,-0.604601,0.044743
1753880262.617795,134.508109,-0.596614,0.034360
1753880262.677182,134.627393,-0.594708,0.040719
1753880262.786234,134.746961,-0.595192,0.046922
1753880262.882790,134.906421,-0.602865,0.051122
1753880262.986124,135.057298,-0.585046,0.028636
1753880263.073947,135.179071,-0.592463,0.036956
1753880263.175842,135.344374,-0.585262,0.029198
1753880263.275024,135.477814,-0.581728,0.025151
1753880263.376068,135.613878,-0.579037,0.027241
1753880263.476831,135.761546,-0.567906,0.020591
1753880263.577362,135.897448,-0.562567,0.010062
1753880263.675810,136.049874,-0.569181,0.025394
1753880263.770337,136.185735,-0.552041,0.005301
1753880263.881434,136.328960,-0.545154,0.006097
1753880263.983791,136.466178,-0.548000,0.013269
1753880264.089915,136.617555,-0.540261,0.012728
1753880264.186690,136.758712,-0.539392,0.016276
1753880264.280143,136.907972,-0.535034,0.011354
1753880264.392711,137.039524,-0.522104,0.001730
1753880264.504972,137.166373,-0.537667,0.029943
1753880264.614367,137.290132,-0.549161,0.047121
1753880264.683453,137.456515,-0.518208,-0.002993
1753880264.796813,137.592246,-0.515140,-0.006228
1753880264.883785,137.742054,-0.515218,-0.006780
1753880264.979618,137.880256,-0.507573,-0.011370
1753880265.085255,138.040940,-0.509109,-0.004278
1753880265.186871,138.177675,-0.500851,-0.015506
1753880265.290217,138.331383,-0.501216,-0.010911
1753880265.411190,138.458668,-0.493236,-0.022204
1753880265.469026,138.615191,-0.496530,-0.013299
1753880265.568596,138.752576,-0.491957,-0.017573
1753880265.680250,138.908700,-0.498899,-0.011612
1753880265.777719,139.037738,-0.490113,-0.025939
1753880265.874200,139.187574,-0.496007,-0.016706
1753880265.994581,139.325619,-0.489934,-0.029711
1753880266.076415,139.462499,-0.490902,-0.026709
1753880266.193283,139.598795,-0.496593,-0.019586
1753880266.276947,139.734966,-0.490496,-0.032211
1753880266.387015,139.874324,-0.488293,-0.035850
1753880266.499041,140.006324,-0.488323,-0.029675
1753880266.638711,140.153588,-0.483257,-0.022110
1753880266.727529,140.299723,-0.486611,0.005511
1753880266.804311,140.413262,-0.487506,0.006910
1753880266.886723,140.562332,-0.489850,0.013304
1753880266.992777,140.705037,-0.482189,0.007601
1753880267.081394,140.846480,-0.491352,0.042852
1753880267.184345,140.976292,-0.495979,0.070079
1753880267.408779,141.098441,-0.498905,0.095524
1753880268.218652,141.236935,-0.513327,0.126508
1753880268.332647,141.373599,-0.549973,0.195649
1753880268.426888,141.502269,-0.592699,0.264756
1753880268.504070,141.629150,-0.608166,0.272512
1753880268.681603,141.782808,-0.675503,0.401929
1753880268.749279,141.943333,-0.730796,0.481006
1753880268.856774,141.995068,-0.602428,0.035153
1753880268.959949,142.144069,-0.606480,0.042545
1753880269.039271,142.267031,-0.601052,0.042620
1753880269.102113,142.372561,-0.589161,0.038374
1753880269.199120,142.475007,-0.563420,0.037426
1753880269.287520,142.584484,-0.557072,0.036715
1753880269.392238,142.690734,-0.544174,0.037429
1753880269.475621,142.778628,-0.525375,0.023286
1753880269.579917,142.888633,-0.525000,0.025892
1753880269.681367,142.968053,-0.490747,-0.006950
1753880269.785505,143.103590,-0.506583,0.021074
1753880269.885072,143.177000,-0.465265,-0.016739
1753880269.983685,143.302254,-0.469933,-0.001459
1753880270.123619,143.413320,-0.472434,0.013124
1753880270.242099,143.534989,-0.449275,-0.006462
1753880270.295421,143.650379,-0.425472,-0.023745
1753880270.387584,143.783774,-0.444380,0.004575
1753880270.486868,143.902983,-0.434068,0.001111
1753880270.589495,144.029027,-0.425873,-0.013494
1753880270.693489,144.145748,-0.422299,-0.010074
1753880270.798601,144.281386,-0.409069,-0.031930
1753880270.895050,144.399862,-0.400491,-0.033448
1753880271.054783,144.545563,-0.393936,-0.042275
1753880271.145596,144.683197,-0.397948,-0.030244
1753880271.239912,144.813376,-0.390344,-0.040661
1753880271.294992,144.939404,-0.400831,-0.020566
1753880271.394744,145.059468,-0.370421,-0.070845
1753880271.506983,145.198774,-0.382462,-0.059376
1753880271.605318,145.333563,-0.384106,-0.051088
1753880271.707162,145.479662,-0.381428,-0.058297
1753880271.810111,145.604877,-0.383544,-0.053955
1753880271.909592,145.752889,-0.377496,-0.078269
